item,true,false,accuracy,precision,recall,f0,accuracy_sum
510,92.0,8.0,0.92,0.92,1.0,0.92,0.7205675146771037

511,94.0,6.0,0.94,0.94,1.0,0.94,0.72099609375

512,93.0,7.0,0.93,0.93,1.0,0.93,0.7214035087719298

513,85.0,15.0,0.85,0.85,1.0,0.85,0.7216536964980544

514,92.0,8.0,0.92,0.92,1.0,0.92,0.7220388349514563

515,89.0,11.0,0.89,0.89,1.0,0.89,0.7223643410852714

516,94.0,6.0,0.94,0.94,1.0,0.94,0.7227852998065764

517,87.0,13.0,0.87,0.87,1.0,0.87,0.723069498069498

518,78.0,22.0,0.78,0.78,1.0,0.78,0.7231791907514451

519,79.0,21.0,0.79,0.79,1.0,0.79,0.7233076923076923

520,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.723531669865643

521,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7236206896551725

522,78.0,22.0,0.78,0.78,1.0,0.78,0.7237284894837476

523,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7238167938931298

524,74.0,26.0,0.74,0.74,1.0,0.74,0.7238476190476191

525,93.0,7.0,0.93,0.93,1.0,0.93,0.7242395437262358

526,98.0,2.0,0.98,0.98,1.0,0.98,0.7247248576850095

527,88.0,12.0,0.88,0.88,1.0,0.88,0.7250189393939394

528,94.0,6.0,0.94,0.94,1.0,0.94,0.7254253308128544

529,92.0,8.0,0.92,0.92,1.0,0.92,0.7257924528301887

530,89.0,11.0,0.89,0.89,1.0,0.89,0.7261016949152542

531,94.0,6.0,0.94,0.94,1.0,0.94,0.7265037593984962

532,91.0,9.0,0.91,0.91,1.0,0.91,0.7268480300187617

533,99.0,1.0,0.99,0.99,1.0,0.99,0.7273408239700374

534,99.0,1.0,0.99,0.99,1.0,0.99,0.7278317757009346

535,96.0,4.0,0.96,0.96,1.0,0.96,0.7282649253731344

536,100.0,0.0,1.0,1.0,1.0,1.0,0.7287709497206704

537,98.0,2.0,0.98,0.98,1.0,0.98,0.7292379182156133

538,99.0,1.0,0.99,0.99,1.0,0.99,0.7297217068645641

539,97.0,3.0,0.97,0.97,1.0,0.97,0.7301666666666666

540,72.0,28.0,0.72,0.72,1.0,0.72,0.7301478743068391

541,85.0,15.0,0.85,0.85,1.0,0.85,0.7303690036900369

542,82.0,18.0,0.82,0.82,1.0,0.82,0.7305340699815838

543,85.0,15.0,0.85,0.85,1.0,0.85,0.7307536764705882

544,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.730954128440367

545,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7311538461538462

546,79.0,21.0,0.79,0.79,1.0,0.79,0.7312614259597806

547,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7313868613138687

548,88.0,12.0,0.88,0.88,1.0,0.88,0.7316575591985428

549,87.0,13.0,0.87,0.87,1.0,0.87,0.731909090909091

550,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7321052631578947

551,82.0,18.0,0.82,0.82,1.0,0.82,0.7322644927536232

552,79.0,21.0,0.79,0.79,1.0,0.79,0.7323688969258589

553,79.0,21.0,0.79,0.79,1.0,0.79,0.7324729241877256

554,87.0,13.0,0.87,0.87,1.0,0.87,0.7327207207207207

555,81.0,19.0,0.81,0.81,1.0,0.81,0.7328597122302158

556,87.0,13.0,0.87,0.87,1.0,0.87,0.7331059245960503

557,88.0,12.0,0.88,0.88,1.0,0.88,0.7333691756272401

558,89.0,11.0,0.89,0.89,1.0,0.89,0.7336493738819321

559,82.0,18.0,0.82,0.82,1.0,0.82,0.7338035714285714

560,90.0,10.0,0.9,0.9,1.0,0.9,0.7340998217468806

561,88.0,12.0,0.88,0.88,1.0,0.88,0.7343594306049822

562,85.0,15.0,0.85,0.85,1.0,0.85,0.7345648312611013

563,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7346276595744681

564,87.0,13.0,0.87,0.87,1.0,0.87,0.7348672566371681

565,82.0,18.0,0.82,0.82,1.0,0.82,0.7350176678445229

566,91.0,9.0,0.91,0.91,1.0,0.91,0.735326278659612

567,86.0,14.0,0.86,0.86,1.0,0.8599999999999999,0.7355457746478873

568,83.0,17.0,0.83,0.83,1.0,0.83,0.7357117750439367

569,87.0,13.0,0.87,0.87,1.0,0.87,0.7359473684210527

570,82.0,18.0,0.82,0.82,1.0,0.82,0.7360945709281962

571,67.0,33.0,0.67,0.67,1.0,0.67,0.735979020979021

572,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7360907504363001

573,78.0,22.0,0.78,0.78,1.0,0.78,0.7361672473867595

574,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7362782608695653

575,76.0,24.0,0.76,0.76,1.0,0.76,0.7363194444444444

576,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7363778162911612

577,69.0,31.0,0.69,0.69,1.0,0.69,0.7362975778546713

578,65.0,35.0,0.65,0.65,1.0,0.65,0.7361485319516408

579,76.0,24.0,0.76,0.76,1.0,0.76,0.7361896551724137

580,66.0,34.0,0.66,0.66,1.0,0.66,0.7360585197934596

581,69.0,31.0,0.69,0.69,1.0,0.69,0.735979381443299

582,64.0,36.0,0.64,0.64,1.0,0.64,0.7358147512864494

583,67.0,33.0,0.67,0.67,1.0,0.67,0.7357020547945206

584,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7356581196581197

585,70.0,30.0,0.7,0.7,1.0,0.7,0.7355972696245734

586,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7356558773424191

587,76.0,24.0,0.76,0.76,1.0,0.76,0.7356972789115647

588,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7356536502546689

589,68.0,32.0,0.68,0.68,1.0,0.68,0.7355593220338983

590,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7355160744500846

591,64.0,36.0,0.64,0.64,1.0,0.64,0.7353547297297297

592,69.0,31.0,0.69,0.69,1.0,0.69,0.7352782462057336

593,65.0,35.0,0.65,0.65,1.0,0.65,0.7351346801346801

594,64.0,36.0,0.64,0.64,1.0,0.64,0.7349747899159664

595,62.0,38.0,0.62,0.62,1.0,0.62,0.7347818791946309

596,72.0,28.0,0.72,0.72,1.0,0.72,0.7347571189279732

597,63.0,37.0,0.63,0.63,1.0,0.63,0.7345819397993311

598,66.0,34.0,0.66,0.66,1.0,0.66,0.734457429048414

599,65.0,35.0,0.65,0.65,1.0,0.65,0.7343166666666666

600,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7344259567387688

601,76.0,24.0,0.76,0.76,1.0,0.76,0.734468438538206

602,76.0,24.0,0.76,0.76,1.0,0.76,0.7345107794361526

603,82.0,18.0,0.82,0.82,1.0,0.82,0.7346523178807947

604,83.0,17.0,0.83,0.83,1.0,0.83,0.7348099173553719

605,76.0,24.0,0.76,0.76,1.0,0.76,0.7348514851485148

606,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7350247116968699

607,69.0,31.0,0.69,0.69,1.0,0.69,0.7349506578947368

608,79.0,21.0,0.79,0.79,1.0,0.79,0.7350410509031199

609,81.0,19.0,0.81,0.81,1.0,0.81,0.7351639344262295

610,79.0,21.0,0.79,0.79,1.0,0.79,0.735253682487725

611,74.0,26.0,0.74,0.74,1.0,0.74,0.7352614379084967

612,79.0,21.0,0.79,0.79,1.0,0.79,0.7353507340946166

613,82.0,18.0,0.82,0.82,1.0,0.82,0.7354885993485342

614,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7354471544715447

615,90.0,10.0,0.9,0.9,1.0,0.9,0.7357142857142858

616,93.0,7.0,0.93,0.93,1.0,0.93,0.7360291734197731

617,95.0,5.0,0.95,0.95,1.0,0.9500000000000001,0.7363754045307443

618,89.0,11.0,0.89,0.89,1.0,0.89,0.7366235864297254

619,86.0,14.0,0.86,0.86,1.0,0.8599999999999999,0.7368225806451613

620,92.0,8.0,0.92,0.92,1.0,0.92,0.7371175523349437

621,92.0,8.0,0.92,0.92,1.0,0.92,0.737411575562701

622,88.0,12.0,0.88,0.88,1.0,0.88,0.7376404494382023

623,86.0,14.0,0.86,0.86,1.0,0.8599999999999999,0.7378365384615385

624,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.737888

625,87.0,13.0,0.87,0.87,1.0,0.87,0.7380990415335463

626,87.0,13.0,0.87,0.87,1.0,0.87,0.7383094098883572

627,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7384713375796178

628,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7386327503974562

629,89.0,11.0,0.89,0.89,1.0,0.89,0.7388730158730159

630,56.0,44.0,0.56,0.56,1.0,0.56,0.7385895404120444

631,43.0,57.0,0.43,0.43,1.0,0.42999999999999994,0.7381012658227848

632,63.0,37.0,0.63,0.63,1.0,0.63,0.7379304897314376

633,54.0,46.0,0.54,0.54,1.0,0.54,0.7376182965299685

634,58.0,42.0,0.58,0.58,1.0,0.58,0.7373700787401575

635,51.0,49.0,0.51,0.51,1.0,0.51,0.7370125786163522

636,54.0,46.0,0.54,0.54,1.0,0.54,0.7367032967032967

637,59.0,41.0,0.59,0.59,1.0,0.59,0.7364733542319749

638,57.0,43.0,0.57,0.57,1.0,0.57,0.7362128325508607

639,58.0,42.0,0.58,0.58,1.0,0.58,0.73596875

640,50.0,50.0,0.5,0.5,1.0,0.5,0.735600624024961

641,59.0,41.0,0.59,0.59,1.0,0.59,0.7353738317757009

642,53.0,47.0,0.53,0.53,1.0,0.53,0.735054432348367

643,51.0,49.0,0.51,0.51,1.0,0.51,0.7347049689440994

644,65.0,35.0,0.65,0.65,1.0,0.65,0.7345736434108527

645,85.0,15.0,0.85,0.85,1.0,0.85,0.7347523219814242

646,93.0,7.0,0.93,0.93,1.0,0.93,0.7350540958268934

647,95.0,5.0,0.95,0.95,1.0,0.9500000000000001,0.7353858024691358

648,97.0,3.0,0.97,0.97,1.0,0.97,0.7357473035439137

649,92.0,8.0,0.92,0.92,1.0,0.92,0.7360307692307693

650,91.0,9.0,0.91,0.91,1.0,0.91,0.7362980030721966

651,92.0,8.0,0.92,0.92,1.0,0.92,0.736579754601227

652,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.736676875957121

653,67.0,33.0,0.67,0.67,1.0,0.67,0.7365749235474006

654,69.0,31.0,0.69,0.69,1.0,0.69,0.7365038167938931

655,65.0,35.0,0.65,0.65,1.0,0.65,0.7363719512195122

656,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7363318112633181

657,67.0,33.0,0.67,0.67,1.0,0.67,0.7362310030395137

658,75.0,25.0,0.75,0.75,1.0,0.75,0.7362518968133536

659,74.0,26.0,0.74,0.74,1.0,0.74,0.7362575757575758

660,7.0,93.0,0.07,0.07,1.0,0.07,0.735249621785174

661,7.0,93.0,0.07,0.07,1.0,0.07,0.7342447129909365

662,8.0,92.0,0.08,0.08,1.0,0.08,0.7332579185520361

663,9.0,91.0,0.09,0.09,1.0,0.09,0.7322891566265061

664,7.0,93.0,0.07,0.07,1.0,0.07,0.7312932330827068

665,12.0,88.0,0.12,0.12,1.0,0.12,0.7303753753753753

666,5.0,95.0,0.05,0.05,1.0,0.05000000000000001,0.7293553223388306

667,43.0,57.0,0.43,0.43,1.0,0.42999999999999994,0.7289071856287425

668,86.0,14.0,0.86,0.86,1.0,0.8599999999999999,0.7291031390134529

669,89.0,11.0,0.89,0.89,1.0,0.89,0.7293432835820896

670,91.0,9.0,0.91,0.91,1.0,0.91,0.7296125186289121

671,81.0,19.0,0.81,0.81,1.0,0.81,0.7297321428571428

672,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7298959881129272

673,83.0,17.0,0.83,0.83,1.0,0.83,0.7300445103857567

674,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7302074074074074

675,46.0,54.0,0.46,0.46,1.0,0.46,0.7298076923076923

676,47.0,53.0,0.47,0.47,1.0,0.47,0.729423929098966

677,48.0,52.0,0.48,0.48,1.0,0.48,0.7290560471976402

678,56.0,44.0,0.56,0.56,1.0,0.56,0.7288070692194404

679,43.0,57.0,0.43,0.43,1.0,0.42999999999999994,0.7283676470588235

680,49.0,51.0,0.49,0.49,1.0,0.49,0.7280176211453745

681,51.0,49.0,0.51,0.51,1.0,0.51,0.7276979472140762

682,64.0,36.0,0.64,0.64,1.0,0.64,0.7275695461200585

683,88.0,12.0,0.88,0.88,1.0,0.88,0.7277923976608187

684,93.0,7.0,0.93,0.93,1.0,0.93,0.728087591240876

685,89.0,11.0,0.89,0.89,1.0,0.89,0.7283236151603498

686,88.0,12.0,0.88,0.88,1.0,0.88,0.7285443959243086

687,88.0,12.0,0.88,0.88,1.0,0.88,0.728764534883721

688,88.0,12.0,0.88,0.88,1.0,0.88,0.7289840348330915

689,93.0,7.0,0.93,0.93,1.0,0.93,0.7292753623188406

690,75.0,25.0,0.75,0.75,1.0,0.75,0.7293053545586107

691,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7292774566473988

692,76.0,24.0,0.76,0.76,1.0,0.76,0.7293217893217894

693,78.0,22.0,0.78,0.78,1.0,0.78,0.7293948126801153

694,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7293669064748202

695,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7293390804597701

696,86.0,14.0,0.86,0.86,1.0,0.8599999999999999,0.7295265423242467

697,85.0,15.0,0.85,0.85,1.0,0.85,0.7296991404011461

698,83.0,17.0,0.83,0.83,1.0,0.83,0.7298426323319027

699,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7299428571428571

700,82.0,18.0,0.82,0.82,1.0,0.82,0.7300713266761769

701,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7301709401709402

702,81.0,19.0,0.81,0.81,1.0,0.81,0.7302844950213371

703,75.0,25.0,0.75,0.75,1.0,0.75,0.7303125

704,82.0,18.0,0.82,0.82,1.0,0.82,0.7304397163120567

705,67.0,33.0,0.67,0.67,1.0,0.67,0.7303541076487252

706,59.0,41.0,0.59,0.59,1.0,0.59,0.7301555869872701

707,63.0,37.0,0.63,0.63,1.0,0.63,0.7300141242937853

708,66.0,34.0,0.66,0.66,1.0,0.66,0.7299153737658675

709,66.0,34.0,0.66,0.66,1.0,0.66,0.7298169014084507

710,65.0,35.0,0.65,0.65,1.0,0.65,0.729704641350211

711,69.0,31.0,0.69,0.69,1.0,0.69,0.7296488764044944

712,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7297054698457223

713,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7298039215686275

714,89.0,11.0,0.89,0.89,1.0,0.89,0.730027972027972

715,76.0,24.0,0.76,0.76,1.0,0.76,0.7300698324022347

716,79.0,21.0,0.79,0.79,1.0,0.79,0.7301534170153418

717,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7303064066852367

718,82.0,18.0,0.82,0.82,1.0,0.82,0.7304311543810849

719,88.0,12.0,0.88,0.88,1.0,0.88,0.7306388888888888

720,65.0,35.0,0.65,0.65,1.0,0.65,0.7305270457697642

721,60.0,40.0,0.6,0.6,1.0,0.6,0.7303462603878116

722,68.0,32.0,0.68,0.68,1.0,0.68,0.7302766251728907

723,64.0,36.0,0.64,0.64,1.0,0.64,0.7301519337016574

724,65.0,35.0,0.65,0.65,1.0,0.65,0.7300413793103449

725,55.0,45.0,0.55,0.55,1.0,0.55,0.729793388429752

726,71.0,29.0,0.71,0.71,1.0,0.7100000000000001,0.7297661623108666

727,73.0,27.0,0.73,0.73,1.0,0.7299999999999999,0.7297664835164835

728,74.0,26.0,0.74,0.74,1.0,0.74,0.7297805212620028

729,76.0,24.0,0.76,0.76,1.0,0.76,0.7298219178082191

730,74.0,26.0,0.74,0.74,1.0,0.74,0.7298358413132695

731,82.0,18.0,0.82,0.82,1.0,0.82,0.7299590163934426

732,72.0,28.0,0.72,0.72,1.0,0.72,0.7299454297407912

733,78.0,22.0,0.78,0.78,1.0,0.78,0.7300136239782017

734,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.730108843537415

735,88.0,12.0,0.88,0.88,1.0,0.88,0.7303125

736,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7304070556309362

737,80.0,20.0,0.8,0.8,1.0,0.8000000000000002,0.7305013550135502

738,77.0,23.0,0.77,0.77,1.0,0.7699999999999999,0.7305548037889039

739,76.0,24.0,0.76,0.76,1.0,0.76,0.7305945945945946

740,82.0,18.0,0.82,0.82,1.0,0.82,0.7307152496626181

741,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7308625336927224

742,74.0,26.0,0.74,0.74,1.0,0.74,0.7308748317631225

743,83.0,17.0,0.83,0.83,1.0,0.83,0.731008064516129

744,82.0,18.0,0.82,0.82,1.0,0.82,0.7311275167785235

745,84.0,16.0,0.84,0.84,1.0,0.8399999999999999,0.7312734584450402

746,79.0,21.0,0.79,0.79,1.0,0.79,0.7313520749665328

747,75.0,25.0,0.75,0.75,1.0,0.75,0.7313770053475935

748,85.0,15.0,0.85,0.85,1.0,0.85,0.7315353805073431

749,83.0,17.0,0.83,0.83,1.0,0.83,0.7316666666666667

750,91.0,9.0,0.91,0.91,1.0,0.91,0.7319041278295606

751,93.0,7.0,0.93,0.93,1.0,0.93,0.7321675531914894

752,89.0,11.0,0.89,0.89,1.0,0.89,0.7323771580345285

753,95.0,5.0,0.95,0.95,1.0,0.9500000000000001,0.7326657824933687

754,92.0,8.0,0.92,0.92,1.0,0.92,0.7329139072847682

755,91.0,9.0,0.91,0.91,1.0,0.91,0.7331481481481481

756,91.0,9.0,0.91,0.91,1.0,0.91,0.7333817701453105

